Project;ProcessName;FieldName;FieldRefName;FieldType;IsIdentity;IsCustom
BizTalk;Scrum;Area Path;System.AreaPath;treePath;No;No
BizTalk;Scrum;Assigned To;System.AssignedTo;string;Yes;No
BizTalk;Scrum;Attached File Count;System.AttachedFileCount;integer;No;No
BizTalk;Scrum;Authorized As;System.AuthorizedAs;string;Yes;No
BizTalk;Scrum;Authorized Date;System.AuthorizedDate;dateTime;No;No
BizTalk;Scrum;Board Column;System.BoardColumn;string;No;No
BizTalk;Scrum;Board Column Done;System.BoardColumnDone;boolean;No;No
BizTalk;Scrum;Board Lane;System.BoardLane;string;No;No
BizTalk;Scrum;Changed By;System.ChangedBy;string;Yes;No
BizTalk;Scrum;Changed Date;System.ChangedDate;dateTime;No;No
BizTalk;Scrum;Comment Count;System.CommentCount;integer;No;No
BizTalk;Scrum;Created By;System.CreatedBy;string;Yes;No
BizTalk;Scrum;Created Date;System.CreatedDate;dateTime;No;No
BizTalk;Scrum;Description;System.Description;html;No;No
BizTalk;Scrum;External Link Count;System.ExternalLinkCount;integer;No;No
BizTalk;Scrum;History;System.History;history;No;No
BizTalk;Scrum;Hyperlink Count;System.HyperLinkCount;integer;No;No
BizTalk;Scrum;ID;System.Id;integer;No;No
BizTalk;Scrum;Iteration ID;System.IterationId;integer;No;No
BizTalk;Scrum;Iteration Level 1;System.IterationLevel1;string;No;No
BizTalk;Scrum;Iteration Level 2;System.IterationLevel2;string;No;No
BizTalk;Scrum;Iteration Level 3;System.IterationLevel3;string;No;No
BizTalk;Scrum;Iteration Level 4;System.IterationLevel4;string;No;No
BizTalk;Scrum;Iteration Level 5;System.IterationLevel5;string;No;No
BizTalk;Scrum;Iteration Level 6;System.IterationLevel6;string;No;No
BizTalk;Scrum;Iteration Level 7;System.IterationLevel7;string;No;No
BizTalk;Scrum;Iteration Path;System.IterationPath;treePath;No;No
BizTalk;Scrum;Node Name;System.NodeName;string;No;No
BizTalk;Scrum;Parent;System.Parent;integer;No;No
BizTalk;Scrum;Reason;System.Reason;string;No;No
BizTalk;Scrum;Related Link Count;System.RelatedLinkCount;integer;No;No
BizTalk;Scrum;Remote Link Count;System.RemoteLinkCount;integer;No;No
BizTalk;Scrum;Rev;System.Rev;integer;No;No
BizTalk;Scrum;Revised Date;System.RevisedDate;dateTime;No;No
BizTalk;Scrum;State;System.State;string;No;No
BizTalk;Scrum;Tags;System.Tags;plainText;No;No
BizTalk;Scrum;Team Project;System.TeamProject;string;No;No
BizTalk;Scrum;Title;System.Title;string;No;No
BizTalk;Scrum;Watermark;System.Watermark;integer;No;No
BizTalk;Scrum;Work Item Type;System.WorkItemType;string;No;No
ArchivTFS109;Basic;Integration Build;Microsoft.VSTS.Build.IntegrationBuild;string;No;No
ArchivTFS109;Basic;Accepted By;Microsoft.VSTS.CodeReview.AcceptedBy;string;Yes;No
ArchivTFS109;Basic;Accepted Date;Microsoft.VSTS.CodeReview.AcceptedDate;dateTime;No;No
ArchivTFS109;Basic;Closed Status;Microsoft.VSTS.CodeReview.ClosedStatus;string;No;No
ArchivTFS109;Basic;Closed Status Code;Microsoft.VSTS.CodeReview.ClosedStatusCode;integer;No;No
ArchivTFS109;Basic;Closing Comment;Microsoft.VSTS.CodeReview.ClosingComment;string;No;No
ArchivTFS109;Basic;Associated Context;Microsoft.VSTS.CodeReview.Context;string;No;No
ArchivTFS109;Basic;Associated Context Code;Microsoft.VSTS.CodeReview.ContextCode;integer;No;No
ArchivTFS109;Basic;Associated Context Owner;Microsoft.VSTS.CodeReview.ContextOwner;string;No;No
ArchivTFS109;Basic;Associated Context Type;Microsoft.VSTS.CodeReview.ContextType;string;No;No
ArchivTFS109;Basic;Activated By;Microsoft.VSTS.Common.ActivatedBy;string;Yes;No
ArchivTFS109;Basic;Activated Date;Microsoft.VSTS.Common.ActivatedDate;dateTime;No;No
ArchivTFS109;Basic;Activity;Microsoft.VSTS.Common.Activity;string;No;No
ArchivTFS109;Basic;Closed By;Microsoft.VSTS.Common.ClosedBy;string;Yes;No
ArchivTFS109;Basic;Closed Date;Microsoft.VSTS.Common.ClosedDate;dateTime;No;No
ArchivTFS109;Basic;Issue;Microsoft.VSTS.Common.Issue;string;No;No
ArchivTFS109;Basic;Priority;Microsoft.VSTS.Common.Priority;integer;No;No
ArchivTFS109;Basic;Rating;Microsoft.VSTS.Common.Rating;string;No;No
ArchivTFS109;Basic;Resolved By;Microsoft.VSTS.Common.ResolvedBy;string;Yes;No
ArchivTFS109;Basic;Resolved Date;Microsoft.VSTS.Common.ResolvedDate;dateTime;No;No
ArchivTFS109;Basic;Reviewed By;Microsoft.VSTS.Common.ReviewedBy;string;Yes;No
ArchivTFS109;Basic;Stack Rank;Microsoft.VSTS.Common.StackRank;double;No;No
ArchivTFS109;Basic;State Change Date;Microsoft.VSTS.Common.StateChangeDate;dateTime;No;No
ArchivTFS109;Basic;State Code;Microsoft.VSTS.Common.StateCode;integer;No;No
ArchivTFS109;Basic;Application Launch Instructions;Microsoft.VSTS.Feedback.ApplicationLaunchInstructions;html;No;No
ArchivTFS109;Basic;Application Start Information;Microsoft.VSTS.Feedback.ApplicationStartInformation;plainText;No;No
ArchivTFS109;Basic;Application Type;Microsoft.VSTS.Feedback.ApplicationType;string;No;No
ArchivTFS109;Basic;Completed Work;Microsoft.VSTS.Scheduling.CompletedWork;double;No;No
ArchivTFS109;Basic;Effort;Microsoft.VSTS.Scheduling.Effort;double;No;No
ArchivTFS109;Basic;Finish Date;Microsoft.VSTS.Scheduling.FinishDate;dateTime;No;No
ArchivTFS109;Basic;Remaining Work;Microsoft.VSTS.Scheduling.RemainingWork;double;No;No
ArchivTFS109;Basic;Start Date;Microsoft.VSTS.Scheduling.StartDate;dateTime;No;No
ArchivTFS109;Basic;Target Date;Microsoft.VSTS.Scheduling.TargetDate;dateTime;No;No
ArchivTFS109;Basic;Automated Test Id;Microsoft.VSTS.TCM.AutomatedTestId;string;No;No
ArchivTFS109;Basic;Automated Test Name;Microsoft.VSTS.TCM.AutomatedTestName;string;No;No
ArchivTFS109;Basic;Automated Test Storage;Microsoft.VSTS.TCM.AutomatedTestStorage;string;No;No
ArchivTFS109;Basic;Automated Test Type;Microsoft.VSTS.TCM.AutomatedTestType;string;No;No
ArchivTFS109;Basic;Automation status;Microsoft.VSTS.TCM.AutomationStatus;string;No;No
ArchivTFS109;Basic;Local Data Source;Microsoft.VSTS.TCM.LocalDataSource;html;No;No
ArchivTFS109;Basic;Parameters;Microsoft.VSTS.TCM.Parameters;html;No;No
ArchivTFS109;Basic;Query Text;Microsoft.VSTS.TCM.QueryText;plainText;No;No
ArchivTFS109;Basic;Steps;Microsoft.VSTS.TCM.Steps;html;No;No
ArchivTFS109;Basic;System Info;Microsoft.VSTS.TCM.SystemInfo;html;No;No
ArchivTFS109;Basic;Test Suite Audit;Microsoft.VSTS.TCM.TestSuiteAudit;plainText;No;No
ArchivTFS109;Basic;Test Suite Type;Microsoft.VSTS.TCM.TestSuiteType;string;No;No
ArchivTFS109;Basic;Test Suite Type Id;Microsoft.VSTS.TCM.TestSuiteTypeId;integer;No;No
ArchivTFS109;Basic;Area ID;System.AreaId;integer;No;No
ArchivTFS109;Basic;Area Level 1;System.AreaLevel1;string;No;No
ArchivTFS109;Basic;Area Level 2;System.AreaLevel2;string;No;No
ArchivTFS109;Basic;Area Level 3;System.AreaLevel3;string;No;No
ArchivTFS109;Basic;Area Level 4;System.AreaLevel4;string;No;No
ArchivTFS109;Basic;Area Level 5;System.AreaLevel5;string;No;No
ArchivTFS109;Basic;Area Level 6;System.AreaLevel6;string;No;No
ArchivTFS109;Basic;Area Level 7;System.AreaLevel7;string;No;No
ArchivTFS109;Basic;Area Path;System.AreaPath;treePath;No;No
ArchivTFS109;Basic;Assigned To;System.AssignedTo;string;Yes;No
ArchivTFS109;Basic;Attached File Count;System.AttachedFileCount;integer;No;No
ArchivTFS109;Basic;Authorized As;System.AuthorizedAs;string;Yes;No
ArchivTFS109;Basic;Authorized Date;System.AuthorizedDate;dateTime;No;No
ArchivTFS109;Basic;Board Column;System.BoardColumn;string;No;No
ArchivTFS109;Basic;Board Column Done;System.BoardColumnDone;boolean;No;No
ArchivTFS109;Basic;Board Lane;System.BoardLane;string;No;No
ArchivTFS109;Basic;Changed By;System.ChangedBy;string;Yes;No
ArchivTFS109;Basic;Changed Date;System.ChangedDate;dateTime;No;No
ArchivTFS109;Basic;Comment Count;System.CommentCount;integer;No;No
ArchivTFS109;Basic;Created By;System.CreatedBy;string;Yes;No
ArchivTFS109;Basic;Created Date;System.CreatedDate;dateTime;No;No
ArchivTFS109;Basic;Description;System.Description;html;No;No
ArchivTFS109;Basic;External Link Count;System.ExternalLinkCount;integer;No;No
ArchivTFS109;Basic;History;System.History;history;No;No
ArchivTFS109;Basic;Hyperlink Count;System.HyperLinkCount;integer;No;No
ArchivTFS109;Basic;ID;System.Id;integer;No;No
ArchivTFS109;Basic;Iteration ID;System.IterationId;integer;No;No
ArchivTFS109;Basic;Iteration Level 1;System.IterationLevel1;string;No;No
ArchivTFS109;Basic;Iteration Level 2;System.IterationLevel2;string;No;No
ArchivTFS109;Basic;Iteration Level 3;System.IterationLevel3;string;No;No
ArchivTFS109;Basic;Iteration Level 4;System.IterationLevel4;string;No;No
ArchivTFS109;Basic;Iteration Level 5;System.IterationLevel5;string;No;No
ArchivTFS109;Basic;Iteration Level 6;System.IterationLevel6;string;No;No
ArchivTFS109;Basic;Iteration Level 7;System.IterationLevel7;string;No;No
ArchivTFS109;Basic;Iteration Path;System.IterationPath;treePath;No;No
ArchivTFS109;Basic;Node Name;System.NodeName;string;No;No
ArchivTFS109;Basic;Parent;System.Parent;integer;No;No
ArchivTFS109;Basic;Reason;System.Reason;string;No;No
ArchivTFS109;Basic;Related Link Count;System.RelatedLinkCount;integer;No;No
ArchivTFS109;Basic;Remote Link Count;System.RemoteLinkCount;integer;No;No
ArchivTFS109;Basic;Rev;System.Rev;integer;No;No
ArchivTFS109;Basic;Revised Date;System.RevisedDate;dateTime;No;No
ArchivTFS109;Basic;State;System.State;string;No;No
ArchivTFS109;Basic;Tags;System.Tags;plainText;No;No
ArchivTFS109;Basic;Team Project;System.TeamProject;string;No;No
ArchivTFS109;Basic;Title;System.Title;string;No;No
ArchivTFS109;Basic;Watermark;System.Watermark;integer;No;No
ArchivTFS109;Basic;Work Item Type;System.WorkItemType;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Concept URL;Custom.891a9d51-265f-4a05-9b75-b1eacb8773e5;html;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Approver;Custom.Approver;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Biztalk;Custom.Biztalk;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Bug Id;Custom.BugId;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Bug Link;Custom.BugLink;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Bug Owner;Custom.BugOwner;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Bug Type;Custom.BugType;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Business Partner;Custom.BusinessPartner;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Business Value Calculation;Custom.BusinessValueCalculation;html;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;CRM;Custom.CRM;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Code Reviewer;Custom.CodeReviewer;string;Yes;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Concept Link;Custom.ConceptLink;html;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Creation Date;Custom.CreationDate;dateTime;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;DATA;Custom.DATA;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Deployed Date;Custom.DeployedDate;dateTime;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Dev AX;Custom.DevAX;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;EDI;Custom.EDI;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Estimation;Custom.Estimation;double;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Estimation Dev tasks;Custom.EstimationDevtasks;double;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Estimation notes;Custom.Estimationnotes;html;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Implemented Date;Custom.ImplementedDate;dateTime;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Job Size;Custom.JobSize;integer;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Others;Custom.Others;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Owner Customer;Custom.OwnerCustomer;string;Yes;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Owner Impuls;Custom.OwnerImpuls;string;Yes;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;P4S Status;Custom.P4SStatus;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;PIM;Custom.PIM;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Plan;Custom.Plan;html;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Planned End Date;Custom.PlannedEndDate;dateTime;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Planned Iteration;Custom.PlannedIteration;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Planned Start Date;Custom.PlannedStartDate;dateTime;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Planned Work;Custom.PlannedWork;double;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Ratioform;Custom.Ratioform;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;ReleaseNote;Custom.ReleaseNote;html;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;SNOW_Sys_ID;Custom.SNOW_Sys_ID;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Source Workitem ID;Custom.SourceWorkitemID;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Support;Custom.Support;string;Yes;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Support General;Custom.SupportGeneral;string;Yes;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Support PBI;Custom.SupportPBI;string;Yes;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;System Name;Custom.SystemName;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;System Type;Custom.SystemType;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Tested Date;Custom.TestedDate;dateTime;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Triggers;Custom.Triggers;html;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;WSJF;Custom.WSJF;double;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Business Value in €;Custom.cacf8c7d-19b9-4188-8952-1baa68b691d4;double;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;conceptUrl;Custom.conceptUrl;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;daysInColumn;Custom.daysInColumn;integer;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;eCom PO;Custom.eComPO;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;snowurl;Custom.snowurl;string;No;Yes
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Found In;Microsoft.VSTS.Build.FoundIn;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Integration Build;Microsoft.VSTS.Build.IntegrationBuild;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Blocked;Microsoft.VSTS.CMMI.Blocked;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Contingency Plan;Microsoft.VSTS.CMMI.ContingencyPlan;html;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Probability;Microsoft.VSTS.CMMI.Probability;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Accepted By;Microsoft.VSTS.CodeReview.AcceptedBy;string;Yes;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Accepted Date;Microsoft.VSTS.CodeReview.AcceptedDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Closed Status;Microsoft.VSTS.CodeReview.ClosedStatus;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Closed Status Code;Microsoft.VSTS.CodeReview.ClosedStatusCode;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Closing Comment;Microsoft.VSTS.CodeReview.ClosingComment;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Associated Context;Microsoft.VSTS.CodeReview.Context;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Associated Context Code;Microsoft.VSTS.CodeReview.ContextCode;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Associated Context Owner;Microsoft.VSTS.CodeReview.ContextOwner;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Associated Context Type;Microsoft.VSTS.CodeReview.ContextType;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Acceptance Criteria;Microsoft.VSTS.Common.AcceptanceCriteria;html;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Activated By;Microsoft.VSTS.Common.ActivatedBy;string;Yes;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Activated Date;Microsoft.VSTS.Common.ActivatedDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Activity;Microsoft.VSTS.Common.Activity;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Backlog Priority;Microsoft.VSTS.Common.BacklogPriority;double;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Business Value;Microsoft.VSTS.Common.BusinessValue;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Closed By;Microsoft.VSTS.Common.ClosedBy;string;Yes;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Closed Date;Microsoft.VSTS.Common.ClosedDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Issue;Microsoft.VSTS.Common.Issue;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Priority;Microsoft.VSTS.Common.Priority;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Rating;Microsoft.VSTS.Common.Rating;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Resolution;Microsoft.VSTS.Common.Resolution;html;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Resolved By;Microsoft.VSTS.Common.ResolvedBy;string;Yes;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Resolved Date;Microsoft.VSTS.Common.ResolvedDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Reviewed By;Microsoft.VSTS.Common.ReviewedBy;string;Yes;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Severity;Microsoft.VSTS.Common.Severity;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;State Change Date;Microsoft.VSTS.Common.StateChangeDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;State Code;Microsoft.VSTS.Common.StateCode;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Time Criticality;Microsoft.VSTS.Common.TimeCriticality;double;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Value Area;Microsoft.VSTS.Common.ValueArea;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Application Launch Instructions;Microsoft.VSTS.Feedback.ApplicationLaunchInstructions;html;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Application Start Information;Microsoft.VSTS.Feedback.ApplicationStartInformation;plainText;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Application Type;Microsoft.VSTS.Feedback.ApplicationType;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Completed Work;Microsoft.VSTS.Scheduling.CompletedWork;double;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Effort;Microsoft.VSTS.Scheduling.Effort;double;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Finish Date;Microsoft.VSTS.Scheduling.FinishDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Original Estimate;Microsoft.VSTS.Scheduling.OriginalEstimate;double;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Remaining Work;Microsoft.VSTS.Scheduling.RemainingWork;double;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Start Date;Microsoft.VSTS.Scheduling.StartDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Target Date;Microsoft.VSTS.Scheduling.TargetDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Automated Test Id;Microsoft.VSTS.TCM.AutomatedTestId;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Automated Test Name;Microsoft.VSTS.TCM.AutomatedTestName;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Automated Test Storage;Microsoft.VSTS.TCM.AutomatedTestStorage;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Automated Test Type;Microsoft.VSTS.TCM.AutomatedTestType;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Automation status;Microsoft.VSTS.TCM.AutomationStatus;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Local Data Source;Microsoft.VSTS.TCM.LocalDataSource;html;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Parameters;Microsoft.VSTS.TCM.Parameters;html;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Query Text;Microsoft.VSTS.TCM.QueryText;plainText;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Repro Steps;Microsoft.VSTS.TCM.ReproSteps;html;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Steps;Microsoft.VSTS.TCM.Steps;html;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;System Info;Microsoft.VSTS.TCM.SystemInfo;html;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Test Suite Audit;Microsoft.VSTS.TCM.TestSuiteAudit;plainText;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Test Suite Type;Microsoft.VSTS.TCM.TestSuiteType;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Test Suite Type Id;Microsoft.VSTS.TCM.TestSuiteTypeId;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Area ID;System.AreaId;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Area Level 1;System.AreaLevel1;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Area Level 2;System.AreaLevel2;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Area Level 3;System.AreaLevel3;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Area Level 4;System.AreaLevel4;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Area Level 5;System.AreaLevel5;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Area Level 6;System.AreaLevel6;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Area Level 7;System.AreaLevel7;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Area Path;System.AreaPath;treePath;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Assigned To;System.AssignedTo;string;Yes;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Attached File Count;System.AttachedFileCount;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Authorized As;System.AuthorizedAs;string;Yes;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Authorized Date;System.AuthorizedDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Board Column;System.BoardColumn;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Board Column Done;System.BoardColumnDone;boolean;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Board Lane;System.BoardLane;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Changed By;System.ChangedBy;string;Yes;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Changed Date;System.ChangedDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Comment Count;System.CommentCount;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Created By;System.CreatedBy;string;Yes;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Created Date;System.CreatedDate;dateTime;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Description;System.Description;html;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;External Link Count;System.ExternalLinkCount;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;History;System.History;history;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Hyperlink Count;System.HyperLinkCount;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;ID;System.Id;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Iteration ID;System.IterationId;integer;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Iteration Level 1;System.IterationLevel1;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Iteration Level 2;System.IterationLevel2;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Iteration Level 3;System.IterationLevel3;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Iteration Level 4;System.IterationLevel4;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Iteration Level 5;System.IterationLevel5;string;No;No
DynamicsAX_KaiserKraft;Scrum_Improve_DynamicsAX;Iteration Level 6;System.IterationLevel6;string;No;No
