Project;ProcessName;FieldName;FieldRefName;FieldType;IsIdentity;IsCustom
Omikron;Agile;Area Level 5;System.AreaLevel5;string;No;No
Omikron;Agile;Area Level 6;System.AreaLevel6;string;No;No
Omikron;Agile;Area Level 7;System.AreaLevel7;string;No;No
Omikron;Agile;Area Path;System.AreaPath;treePath;No;No
Omikron;Agile;Assigned To;System.AssignedTo;string;Yes;No
Omikron;Agile;Attached File Count;System.AttachedFileCount;integer;No;No
Omikron;Agile;Authorized As;System.AuthorizedAs;string;Yes;No
Omikron;Agile;Authorized Date;System.AuthorizedDate;dateTime;No;No
Omikron;Agile;Board Column;System.BoardColumn;string;No;No
Omikron;Agile;Board Column Done;System.BoardColumnDone;boolean;No;No
Omikron;Agile;Board Lane;System.BoardLane;string;No;No
Omikron;Agile;Changed By;System.ChangedBy;string;Yes;No
Omikron;Agile;Changed Date;System.ChangedDate;dateTime;No;No
Omikron;Agile;Comment Count;System.CommentCount;integer;No;No
Omikron;Agile;Created By;System.CreatedBy;string;Yes;No
Omikron;Agile;Created Date;System.CreatedDate;dateTime;No;No
Omikron;Agile;Description;System.Description;html;No;No
Omikron;Agile;External Link Count;System.ExternalLinkCount;integer;No;No
Omikron;Agile;History;System.History;history;No;No
Omikron;Agile;Hyperlink Count;System.HyperLinkCount;integer;No;No
Omikron;Agile;ID;System.Id;integer;No;No
Omikron;Agile;Iteration ID;System.IterationId;integer;No;No
Omikron;Agile;Iteration Level 1;System.IterationLevel1;string;No;No
Omikron;Agile;Iteration Level 2;System.IterationLevel2;string;No;No
Omikron;Agile;Iteration Level 3;System.IterationLevel3;string;No;No
Omikron;Agile;Iteration Level 4;System.IterationLevel4;string;No;No
Omikron;Agile;Iteration Level 5;System.IterationLevel5;string;No;No
Omikron;Agile;Iteration Level 6;System.IterationLevel6;string;No;No
Omikron;Agile;Iteration Level 7;System.IterationLevel7;string;No;No
Omikron;Agile;Iteration Path;System.IterationPath;treePath;No;No
Omikron;Agile;Node Name;System.NodeName;string;No;No
Omikron;Agile;Parent;System.Parent;integer;No;No
Omikron;Agile;Reason;System.Reason;string;No;No
Omikron;Agile;Related Link Count;System.RelatedLinkCount;integer;No;No
Omikron;Agile;Remote Link Count;System.RemoteLinkCount;integer;No;No
Omikron;Agile;Rev;System.Rev;integer;No;No
Omikron;Agile;Revised Date;System.RevisedDate;dateTime;No;No
Omikron;Agile;State;System.State;string;No;No
Omikron;Agile;Tags;System.Tags;plainText;No;No
Omikron;Agile;Team Project;System.TeamProject;string;No;No
Omikron;Agile;Title;System.Title;string;No;No
Omikron;Agile;Watermark;System.Watermark;integer;No;No
Omikron;Agile;Work Item Type;System.WorkItemType;string;No;No
Uben_Tools;Agile;Found In;Microsoft.VSTS.Build.FoundIn;string;No;No
Uben_Tools;Agile;Integration Build;Microsoft.VSTS.Build.IntegrationBuild;string;No;No
Uben_Tools;Agile;Accepted By;Microsoft.VSTS.CodeReview.AcceptedBy;string;Yes;No
Uben_Tools;Agile;Accepted Date;Microsoft.VSTS.CodeReview.AcceptedDate;dateTime;No;No
Uben_Tools;Agile;Closed Status;Microsoft.VSTS.CodeReview.ClosedStatus;string;No;No
Uben_Tools;Agile;Closed Status Code;Microsoft.VSTS.CodeReview.ClosedStatusCode;integer;No;No
Uben_Tools;Agile;Closing Comment;Microsoft.VSTS.CodeReview.ClosingComment;string;No;No
Uben_Tools;Agile;Associated Context;Microsoft.VSTS.CodeReview.Context;string;No;No
Uben_Tools;Agile;Associated Context Code;Microsoft.VSTS.CodeReview.ContextCode;integer;No;No
Uben_Tools;Agile;Associated Context Owner;Microsoft.VSTS.CodeReview.ContextOwner;string;No;No
Uben_Tools;Agile;Associated Context Type;Microsoft.VSTS.CodeReview.ContextType;string;No;No
Uben_Tools;Agile;Acceptance Criteria;Microsoft.VSTS.Common.AcceptanceCriteria;html;No;No
Uben_Tools;Agile;Activated By;Microsoft.VSTS.Common.ActivatedBy;string;Yes;No
Uben_Tools;Agile;Activated Date;Microsoft.VSTS.Common.ActivatedDate;dateTime;No;No
Uben_Tools;Agile;Activity;Microsoft.VSTS.Common.Activity;string;No;No
Uben_Tools;Agile;Business Value;Microsoft.VSTS.Common.BusinessValue;integer;No;No
Uben_Tools;Agile;Closed By;Microsoft.VSTS.Common.ClosedBy;string;Yes;No
Uben_Tools;Agile;Closed Date;Microsoft.VSTS.Common.ClosedDate;dateTime;No;No
Uben_Tools;Agile;Issue;Microsoft.VSTS.Common.Issue;string;No;No
Uben_Tools;Agile;Priority;Microsoft.VSTS.Common.Priority;integer;No;No
Uben_Tools;Agile;Rating;Microsoft.VSTS.Common.Rating;string;No;No
Uben_Tools;Agile;Resolved By;Microsoft.VSTS.Common.ResolvedBy;string;Yes;No
Uben_Tools;Agile;Resolved Date;Microsoft.VSTS.Common.ResolvedDate;dateTime;No;No
Uben_Tools;Agile;Resolved Reason;Microsoft.VSTS.Common.ResolvedReason;string;No;No
Uben_Tools;Agile;Reviewed By;Microsoft.VSTS.Common.ReviewedBy;string;Yes;No
Uben_Tools;Agile;Risk;Microsoft.VSTS.Common.Risk;string;No;No
Uben_Tools;Agile;Severity;Microsoft.VSTS.Common.Severity;string;No;No
Uben_Tools;Agile;Stack Rank;Microsoft.VSTS.Common.StackRank;double;No;No
Uben_Tools;Agile;State Change Date;Microsoft.VSTS.Common.StateChangeDate;dateTime;No;No
Uben_Tools;Agile;State Code;Microsoft.VSTS.Common.StateCode;integer;No;No
Uben_Tools;Agile;Time Criticality;Microsoft.VSTS.Common.TimeCriticality;double;No;No
Uben_Tools;Agile;Value Area;Microsoft.VSTS.Common.ValueArea;string;No;No
Uben_Tools;Agile;Application Launch Instructions;Microsoft.VSTS.Feedback.ApplicationLaunchInstructions;html;No;No
Uben_Tools;Agile;Application Start Information;Microsoft.VSTS.Feedback.ApplicationStartInformation;plainText;No;No
Uben_Tools;Agile;Application Type;Microsoft.VSTS.Feedback.ApplicationType;string;No;No
Uben_Tools;Agile;Completed Work;Microsoft.VSTS.Scheduling.CompletedWork;double;No;No
Uben_Tools;Agile;Due Date;Microsoft.VSTS.Scheduling.DueDate;dateTime;No;No
Uben_Tools;Agile;Effort;Microsoft.VSTS.Scheduling.Effort;double;No;No
Uben_Tools;Agile;Finish Date;Microsoft.VSTS.Scheduling.FinishDate;dateTime;No;No
Uben_Tools;Agile;Original Estimate;Microsoft.VSTS.Scheduling.OriginalEstimate;double;No;No
Uben_Tools;Agile;Remaining Work;Microsoft.VSTS.Scheduling.RemainingWork;double;No;No
Uben_Tools;Agile;Start Date;Microsoft.VSTS.Scheduling.StartDate;dateTime;No;No
Uben_Tools;Agile;Story Points;Microsoft.VSTS.Scheduling.StoryPoints;double;No;No
Uben_Tools;Agile;Target Date;Microsoft.VSTS.Scheduling.TargetDate;dateTime;No;No
Uben_Tools;Agile;Automated Test Id;Microsoft.VSTS.TCM.AutomatedTestId;string;No;No
Uben_Tools;Agile;Automated Test Name;Microsoft.VSTS.TCM.AutomatedTestName;string;No;No
Uben_Tools;Agile;Automated Test Storage;Microsoft.VSTS.TCM.AutomatedTestStorage;string;No;No
Uben_Tools;Agile;Automated Test Type;Microsoft.VSTS.TCM.AutomatedTestType;string;No;No
Uben_Tools;Agile;Automation status;Microsoft.VSTS.TCM.AutomationStatus;string;No;No
Uben_Tools;Agile;Local Data Source;Microsoft.VSTS.TCM.LocalDataSource;html;No;No
Uben_Tools;Agile;Parameters;Microsoft.VSTS.TCM.Parameters;html;No;No
Uben_Tools;Agile;Query Text;Microsoft.VSTS.TCM.QueryText;plainText;No;No
Uben_Tools;Agile;Repro Steps;Microsoft.VSTS.TCM.ReproSteps;html;No;No
Uben_Tools;Agile;Steps;Microsoft.VSTS.TCM.Steps;html;No;No
Uben_Tools;Agile;System Info;Microsoft.VSTS.TCM.SystemInfo;html;No;No
Uben_Tools;Agile;Test Suite Audit;Microsoft.VSTS.TCM.TestSuiteAudit;plainText;No;No
Uben_Tools;Agile;Test Suite Type;Microsoft.VSTS.TCM.TestSuiteType;string;No;No
Uben_Tools;Agile;Test Suite Type Id;Microsoft.VSTS.TCM.TestSuiteTypeId;integer;No;No
Uben_Tools;Agile;Area ID;System.AreaId;integer;No;No
Uben_Tools;Agile;Area Level 1;System.AreaLevel1;string;No;No
Uben_Tools;Agile;Area Level 2;System.AreaLevel2;string;No;No
Uben_Tools;Agile;Area Level 3;System.AreaLevel3;string;No;No
Uben_Tools;Agile;Area Level 4;System.AreaLevel4;string;No;No
Uben_Tools;Agile;Area Level 5;System.AreaLevel5;string;No;No
Uben_Tools;Agile;Area Level 6;System.AreaLevel6;string;No;No
Uben_Tools;Agile;Area Level 7;System.AreaLevel7;string;No;No
Uben_Tools;Agile;Area Path;System.AreaPath;treePath;No;No
Uben_Tools;Agile;Assigned To;System.AssignedTo;string;Yes;No
Uben_Tools;Agile;Attached File Count;System.AttachedFileCount;integer;No;No
Uben_Tools;Agile;Authorized As;System.AuthorizedAs;string;Yes;No
Uben_Tools;Agile;Authorized Date;System.AuthorizedDate;dateTime;No;No
Uben_Tools;Agile;Board Column;System.BoardColumn;string;No;No
Uben_Tools;Agile;Board Column Done;System.BoardColumnDone;boolean;No;No
Uben_Tools;Agile;Board Lane;System.BoardLane;string;No;No
Uben_Tools;Agile;Changed By;System.ChangedBy;string;Yes;No
Uben_Tools;Agile;Changed Date;System.ChangedDate;dateTime;No;No
Uben_Tools;Agile;Comment Count;System.CommentCount;integer;No;No
Uben_Tools;Agile;Created By;System.CreatedBy;string;Yes;No
Uben_Tools;Agile;Created Date;System.CreatedDate;dateTime;No;No
Uben_Tools;Agile;Description;System.Description;html;No;No
Uben_Tools;Agile;External Link Count;System.ExternalLinkCount;integer;No;No
Uben_Tools;Agile;History;System.History;history;No;No
Uben_Tools;Agile;Hyperlink Count;System.HyperLinkCount;integer;No;No
Uben_Tools;Agile;ID;System.Id;integer;No;No
Uben_Tools;Agile;Iteration ID;System.IterationId;integer;No;No
Uben_Tools;Agile;Iteration Level 1;System.IterationLevel1;string;No;No
Uben_Tools;Agile;Iteration Level 2;System.IterationLevel2;string;No;No
Uben_Tools;Agile;Iteration Level 3;System.IterationLevel3;string;No;No
Uben_Tools;Agile;Iteration Level 4;System.IterationLevel4;string;No;No
Uben_Tools;Agile;Iteration Level 5;System.IterationLevel5;string;No;No
Uben_Tools;Agile;Iteration Level 6;System.IterationLevel6;string;No;No
Uben_Tools;Agile;Iteration Level 7;System.IterationLevel7;string;No;No
Uben_Tools;Agile;Iteration Path;System.IterationPath;treePath;No;No
Uben_Tools;Agile;Node Name;System.NodeName;string;No;No
Uben_Tools;Agile;Parent;System.Parent;integer;No;No
Uben_Tools;Agile;Reason;System.Reason;string;No;No
Uben_Tools;Agile;Related Link Count;System.RelatedLinkCount;integer;No;No
Uben_Tools;Agile;Remote Link Count;System.RemoteLinkCount;integer;No;No
Uben_Tools;Agile;Rev;System.Rev;integer;No;No
Uben_Tools;Agile;Revised Date;System.RevisedDate;dateTime;No;No
Uben_Tools;Agile;State;System.State;string;No;No
Uben_Tools;Agile;Tags;System.Tags;plainText;No;No
Uben_Tools;Agile;Team Project;System.TeamProject;string;No;No
Uben_Tools;Agile;Title;System.Title;string;No;No
Uben_Tools;Agile;Watermark;System.Watermark;integer;No;No
Uben_Tools;Agile;Work Item Type;System.WorkItemType;string;No;No
NBF;NBF Agile;Initiative KPI´s;Custom.4bb3cb47-ecc8-437d-bc4f-9847dd13d687;html;No;Yes
NBF;NBF Agile;Concept URL;Custom.891a9d51-265f-4a05-9b75-b1eacb8773e5;html;No;Yes
NBF;NBF Agile;Accountable;Custom.Accountable;string;Yes;Yes
NBF;NBF Agile;Additional Info;Custom.AdditionalInfo;html;No;Yes
NBF;NBF Agile;Additional Info 2;Custom.AdditionalInfo2;string;Yes;Yes
NBF;NBF Agile;Additional Other;Custom.AdditionalOther;string;Yes;Yes
NBF;NBF Agile;Additional Other 3 ID;Custom.AdditionalOther3ID;string;Yes;Yes
NBF;NBF Agile;Blocked bol;Custom.Blockedbol;boolean;No;Yes
NBF;NBF Agile;Breach time dat;Custom.Breachtimedat;dateTime;No;Yes
NBF;NBF Agile;Business Unit Requesting;Custom.BusinessUnitRequesting;string;No;Yes
NBF;NBF Agile;Business Units Impacted;Custom.BusinessUnitsImpacted;string;No;Yes
NBF;NBF Agile;Business Value Picklist;Custom.BusinessValuePicklist;integer;No;Yes
NBF;NBF Agile;Business Value Risk plStr;Custom.BusinessValueRiskplStr;string;No;Yes
NBF;NBF Agile;Business Value Status Comment;Custom.BusinessValueStatusComment;string;No;Yes
NBF;NBF Agile;ConceptURLLong;Custom.ConceptURLLong;html;No;Yes
NBF;NBF Agile;Contact details;Custom.Contactdetails;boolean;No;Yes
NBF;NBF Agile;Current percent of DONE;Custom.CurrentpercentofDONE;integer;No;Yes
NBF;NBF Agile;Data Business Intelligence;Custom.DataBusinessIntelligence;integer;No;Yes
NBF;NBF Agile;Data Platform;Custom.DataPlatform;integer;No;Yes
NBF;NBF Agile;Data Science;Custom.DataScience;integer;No;Yes
NBF;NBF Agile;Definition of Ready;Custom.DefinitionofReady;string;No;Yes
NBF;NBF Agile;Delivery Risk;Custom.DeliveryRisk;string;No;Yes
NBF;NBF Agile;Delivery Status comment;Custom.DeliveryStatuscomment;string;No;Yes
NBF;NBF Agile;Demoed;Custom.Demoed;boolean;No;Yes
NBF;NBF Agile;Dependent PO;Custom.DependentPO;string;Yes;Yes
NBF;NBF Agile;Dependent PO 2 ID;Custom.DependentPO2ID;string;Yes;Yes
NBF;NBF Agile;Dependent PO 3;Custom.DependentPO3;string;Yes;Yes
NBF;NBF Agile;ERP Consulting;Custom.ERPConsulting;integer;No;Yes
NBF;NBF Agile;ERP Development;Custom.ERPDevelopment;integer;No;Yes
NBF;NBF Agile;Effort Estimate Business plint;Custom.EffortEstimateBusinessplint;integer;No;Yes
NBF;NBF Agile;Effort Estimate DVS plint;Custom.EffortEstimateDVSplint;integer;No;Yes
NBF;NBF Agile;Environment;Custom.Environment;string;No;Yes
NBF;NBF Agile;Escalation level;Custom.Escalationlevel;string;No;Yes
NBF;NBF Agile;Functional Area;Custom.FunctionalArea;string;No;Yes
NBF;NBF Agile;Impact Status;Custom.ImpactStatus;string;No;Yes
NBF;NBF Agile;Implementation Status;Custom.ImplementationStatus;string;No;Yes
NBF;NBF Agile;InScope;Custom.InScope;html;No;Yes
NBF;NBF Agile;Info message;Custom.Infomessage;string;No;Yes
NBF;NBF Agile;Initiative Manager;Custom.InitiativeManager;string;Yes;Yes
NBF;NBF Agile;Key Result;Custom.KeyResult;html;No;Yes
NBF;NBF Agile;Key Result 1;Custom.KeyResult1;string;No;Yes
NBF;NBF Agile;Key Result 1 Multivalue control;Custom.KeyResult1Multivaluecontrol;string;No;Yes
NBF;NBF Agile;Key Result 2;Custom.KeyResult2;string;No;Yes
NBF;NBF Agile;Key Result 2 Multivalue control;Custom.KeyResult2Multivaluecontrol;string;No;Yes
NBF;NBF Agile;Key Result 3;Custom.KeyResult3;string;No;Yes
NBF;NBF Agile;Key Result 3 Multivalue control;Custom.KeyResult3Multivaluecontrol;string;No;Yes
NBF;NBF Agile;Legacy ID;Custom.LegacyID;string;No;Yes
NBF;NBF Agile;Man Days;Custom.ManDays;string;No;Yes
NBF;NBF Agile;Man Days1;Custom.ManDays1;double;No;Yes
NBF;NBF Agile;NFR;Custom.NFR;html;No;Yes
NBF;NBF Agile;OKR Business Value;Custom.OKRBusinessValue;double;No;Yes
NBF;NBF Agile;OKR Context;Custom.OKRContext;html;No;Yes
NBF;NBF Agile;OKR Finance Partner;Custom.OKRFinancePartner;string;Yes;Yes
NBF;NBF Agile;OKR Owner;Custom.OKROwner;string;Yes;Yes
NBF;NBF Agile;OKR Sponsor;Custom.OKRSponsor;string;Yes;Yes
NBF;NBF Agile;On hold reason;Custom.Onholdreason;string;No;Yes
NBF;NBF Agile;OutOfScope;Custom.OutOfScope;html;No;Yes
NBF;NBF Agile;PI WSJF;Custom.PIWSJF;double;No;Yes
NBF;NBF Agile;PR Number;Custom.PRNumber;integer;No;Yes
NBF;NBF Agile;Priority Ranking;Custom.PriorityRanking;string;No;Yes
NBF;NBF Agile;Process Owner;Custom.ProcessOwner;string;Yes;Yes
NBF;NBF Agile;Product Manager;Custom.ProductManager;string;Yes;Yes
NBF;NBF Agile;Refinement Status plStr;Custom.RefinementStatusplStr;string;No;Yes
NBF;NBF Agile;Resolution code;Custom.Resolutioncode;string;No;Yes
NBF;NBF Agile;Resolution notes;Custom.Resolutionnotes;html;No;Yes
NBF;NBF Agile;Resource Status;Custom.ResourceStatus;string;No;Yes
NBF;NBF Agile;Risk Reduction Opportunity Enablement;Custom.RiskReductionOpportunityEnablement;double;No;Yes
NBF;NBF Agile;SNOW Link;Custom.SNOWLink;string;No;Yes
NBF;NBF Agile;SNOW Sync state;Custom.SNOWSyncstate;string;No;Yes
NBF;NBF Agile;SNOWTicketType;Custom.SNOWTicketType;string;No;Yes
NBF;NBF Agile;SNOW URL Long;Custom.SNOWURLLong;html;No;Yes
NBF;NBF Agile;SNOW_Assigned_To;Custom.SNOW_Assigned_To;string;No;Yes
NBF;NBF Agile;SNOW_Client;Custom.SNOW_Client;string;No;Yes
NBF;NBF Agile;SNOW_Sys_ID;Custom.SNOW_Sys_ID;string;No;Yes
NBF;NBF Agile;SNOW_planned_end_time;Custom.SNOW_planned_end_time;string;No;Yes
NBF;NBF Agile;SNOW_requested_for;Custom.SNOW_requested_for;string;No;Yes
NBF;NBF Agile;Solution Statement;Custom.SolutionStatement;html;No;Yes
NBF;NBF Agile;Status comment;Custom.Statuscomment;string;No;Yes
NBF;NBF Agile;Stored Procedure;Custom.StoredProcedure;string;No;Yes
NBF;NBF Agile;System Tier;Custom.SystemTier;string;No;Yes
NBF;NBF Agile;Team Names;Custom.TeamNames;string;No;Yes
NBF;NBF Agile;Timetracking;Custom.Timetracking;string;No;Yes
NBF;NBF Agile;Total Capacity;Custom.TotalCapacity;integer;No;Yes
NBF;NBF Agile;UAT Completed;Custom.UATCompleted;string;No;Yes
NBF;NBF Agile;WSJF;Custom.WSJF;double;No;Yes
NBF;NBF Agile;eCom Backend;Custom.eComBackend;integer;No;Yes
NBF;NBF Agile;eCom Frontend;Custom.eComFrontend;integer;No;Yes
NBF;NBF Agile;eCom PO;Custom.eComPO;string;No;Yes
NBF;NBF Agile;Found In;Microsoft.VSTS.Build.FoundIn;string;No;No
NBF;NBF Agile;Integration Build;Microsoft.VSTS.Build.IntegrationBuild;string;No;No
NBF;NBF Agile;Accepted By;Microsoft.VSTS.CodeReview.AcceptedBy;string;Yes;No
NBF;NBF Agile;Accepted Date;Microsoft.VSTS.CodeReview.AcceptedDate;dateTime;No;No
NBF;NBF Agile;Closed Status;Microsoft.VSTS.CodeReview.ClosedStatus;string;No;No
NBF;NBF Agile;Closed Status Code;Microsoft.VSTS.CodeReview.ClosedStatusCode;integer;No;No
NBF;NBF Agile;Closing Comment;Microsoft.VSTS.CodeReview.ClosingComment;string;No;No
NBF;NBF Agile;Associated Context;Microsoft.VSTS.CodeReview.Context;string;No;No
NBF;NBF Agile;Associated Context Code;Microsoft.VSTS.CodeReview.ContextCode;integer;No;No
NBF;NBF Agile;Associated Context Owner;Microsoft.VSTS.CodeReview.ContextOwner;string;No;No
NBF;NBF Agile;Associated Context Type;Microsoft.VSTS.CodeReview.ContextType;string;No;No
NBF;NBF Agile;Acceptance Criteria;Microsoft.VSTS.Common.AcceptanceCriteria;html;No;No
NBF;NBF Agile;Activated By;Microsoft.VSTS.Common.ActivatedBy;string;Yes;No
NBF;NBF Agile;Activated Date;Microsoft.VSTS.Common.ActivatedDate;dateTime;No;No
NBF;NBF Agile;Activity;Microsoft.VSTS.Common.Activity;string;No;No
NBF;NBF Agile;Business Value;Microsoft.VSTS.Common.BusinessValue;integer;No;No
NBF;NBF Agile;Closed By;Microsoft.VSTS.Common.ClosedBy;string;Yes;No
NBF;NBF Agile;Closed Date;Microsoft.VSTS.Common.ClosedDate;dateTime;No;No
NBF;NBF Agile;Issue;Microsoft.VSTS.Common.Issue;string;No;No
NBF;NBF Agile;Priority;Microsoft.VSTS.Common.Priority;integer;No;No
NBF;NBF Agile;Rating;Microsoft.VSTS.Common.Rating;string;No;No
NBF;NBF Agile;Resolved By;Microsoft.VSTS.Common.ResolvedBy;string;Yes;No
NBF;NBF Agile;Resolved Date;Microsoft.VSTS.Common.ResolvedDate;dateTime;No;No
NBF;NBF Agile;Resolved Reason;Microsoft.VSTS.Common.ResolvedReason;string;No;No
NBF;NBF Agile;Reviewed By;Microsoft.VSTS.Common.ReviewedBy;string;Yes;No
NBF;NBF Agile;Risk;Microsoft.VSTS.Common.Risk;string;No;No
NBF;NBF Agile;Severity;Microsoft.VSTS.Common.Severity;string;No;No
NBF;NBF Agile;Stack Rank;Microsoft.VSTS.Common.StackRank;double;No;No
NBF;NBF Agile;State Change Date;Microsoft.VSTS.Common.StateChangeDate;dateTime;No;No
NBF;NBF Agile;State Code;Microsoft.VSTS.Common.StateCode;integer;No;No
NBF;NBF Agile;Time Criticality;Microsoft.VSTS.Common.TimeCriticality;double;No;No
NBF;NBF Agile;Value Area;Microsoft.VSTS.Common.ValueArea;string;No;No
NBF;NBF Agile;Application Launch Instructions;Microsoft.VSTS.Feedback.ApplicationLaunchInstructions;html;No;No
NBF;NBF Agile;Application Start Information;Microsoft.VSTS.Feedback.ApplicationStartInformation;plainText;No;No
NBF;NBF Agile;Application Type;Microsoft.VSTS.Feedback.ApplicationType;string;No;No
NBF;NBF Agile;Completed Work;Microsoft.VSTS.Scheduling.CompletedWork;double;No;No
NBF;NBF Agile;Due Date;Microsoft.VSTS.Scheduling.DueDate;dateTime;No;No
NBF;NBF Agile;Effort;Microsoft.VSTS.Scheduling.Effort;double;No;No
NBF;NBF Agile;Finish Date;Microsoft.VSTS.Scheduling.FinishDate;dateTime;No;No
NBF;NBF Agile;Original Estimate;Microsoft.VSTS.Scheduling.OriginalEstimate;double;No;No
NBF;NBF Agile;Remaining Work;Microsoft.VSTS.Scheduling.RemainingWork;double;No;No
NBF;NBF Agile;Start Date;Microsoft.VSTS.Scheduling.StartDate;dateTime;No;No
NBF;NBF Agile;Story Points;Microsoft.VSTS.Scheduling.StoryPoints;double;No;No
NBF;NBF Agile;Target Date;Microsoft.VSTS.Scheduling.TargetDate;dateTime;No;No
NBF;NBF Agile;Automated Test Id;Microsoft.VSTS.TCM.AutomatedTestId;string;No;No
NBF;NBF Agile;Automated Test Name;Microsoft.VSTS.TCM.AutomatedTestName;string;No;No
NBF;NBF Agile;Automated Test Storage;Microsoft.VSTS.TCM.AutomatedTestStorage;string;No;No
NBF;NBF Agile;Automated Test Type;Microsoft.VSTS.TCM.AutomatedTestType;string;No;No
NBF;NBF Agile;Automation status;Microsoft.VSTS.TCM.AutomationStatus;string;No;No
NBF;NBF Agile;Local Data Source;Microsoft.VSTS.TCM.LocalDataSource;html;No;No
